渠道,原声情感,原声类型,原声日期,原声内容,店铺名称,商品id,商品标题,商品链接,原声id,,,,,,,,,,
天猫,中性,咨询,2026-08-03 23:10:36,这个3L的内径多少<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,2930594963eee6529f8d695351d720f265cbdff8e343b41bccd4f840ccea3d26_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 23:03:57,刀头啥材质<br>刀头304还是301<br>没写,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,b6066e5f16cf65560ce4d3ee18d5c4c9f6bcbf59b485eb5d5f5db6db0f389630_2213341635166_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 23:03:16,这个煮饭多少分钟<br>两个人适合哪种电饭煲,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,66ff139431ca83f5ab8351a70a86c8dfe640d53c8ec9242bd30f83f55794615f_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:50:11,预约功能怎么用,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,bc5ae701d281656732813f4e44952ef07e0cca5c7b7fe074b9922f36cc99dc60_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:50:11,预约功能怎么用,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,bc5ae701d281656732813f4e44952ef07e0cca5c7b7fe074b9922f36cc99dc60_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:50:11,预约功能怎么用,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,bc5ae701d281656732813f4e44952ef07e0cca5c7b7fe074b9922f36cc99dc60_2217778896413_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 22:49:05,您好，这个用不了了<br>突然就吸不上来水了<br>动都没动过<br>以为是没电充了电还是不行<br>还没用多久呢<br>没有闪烁<br>就是正常但是不来水<br>就是对应指示灯常亮<br>下边那个管儿也插紧了<br>可以的，只能这样了<br>我直接原订单申请换货吧<br>这也太费时间了<br>还不如直接退了我买别家的<br>特意冲品牌来结果没用多久<br>我知道为啥了<br>卡水了<br>很神奇我晃了好几下有可以了<br>就是主机卡水了<br>没事了先用着烂烂,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,a02cd8ef1a78359d19b5d9ce22a0584ac01c29e03b995b58d5dfbb15893b5ccf_2215007019509_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:48:23,这个壶盖底部都是不锈钢吗还是只有滤网上面那里是？<br>我在看看呢,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,fa2c895653ca2aff3758ed6cdbdfad10b0ff57f4c32c8fafafabb863c7808423_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:48:23,这个壶盖底部都是不锈钢吗还是只有滤网上面那里是？<br>我在看看呢,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,fa2c895653ca2aff3758ed6cdbdfad10b0ff57f4c32c8fafafabb863c7808423_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:43:43,这款降间大概多久<br>消费者点踩机器人消息，已停止辅助接待<br>连个大致时间都没有吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,6b6dd46e23aeb9f4f07d242a4b6cc9a9bbd8e2f7452ed5e3960eef01253d7192_2209720364600_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:43:34,你好，预约6个小时是这样操作的吧<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,565980975fdea88028fe6498756447a35be92dd194ef3988a5266e5ab1de16d5_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:42:45,90度煮洗是多少分钟<br>除菌洗是高？需要80分钟？？,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,fa785ec8225497ff39361ea1af8ba3bf2b609f714bb9d834f3e92695fef3d52c_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:42:45,90度煮洗是多少分钟<br>除菌洗是高？需要80分钟？？,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,fa785ec8225497ff39361ea1af8ba3bf2b609f714bb9d834f3e92695fef3d52c_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:42:45,90度煮洗是多少分钟<br>除菌洗是高？需要80分钟？？,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,fa785ec8225497ff39361ea1af8ba3bf2b609f714bb9d834f3e92695fef3d52c_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:42:14,怎么预约,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,362d13dce460523e44ae467e7f0a8e436b11e9a75f4990ff1507cf4503f5578e_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:40:00,买贵能保价？<br>明天有200-25券,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,9ecb0756510cb330d2c2ecfdd16bfe7f3950e1d0aa186fc6666d393bad81e68f_2212455992463_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:32:57,只要是小就可以置换吗,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,1a771958b32c0ecc5c44f3ad46dab70e8cc24db79057ac1b6e73b40313327f80_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:29:57,长宽高多少,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,f52bb369796a5e034cf039ca5b5ee7f4415068d3616effe732b73350e5b4fa49_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:27:33,这个真的静音是吗<br>我在办公室用<br>这一款是哪个<br>,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,1a444a72afd041b39a5f6ebdaf6dd238b6814eb4fa5ff9fbb3b8abb04349cb0d_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:26:30,这种水龙头购买什么转接口<br>拧不了<br>弄不了只能退了<br>,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,a2726b342dd1a9336075cc1ce6590d26133949b3a6f13e6eb475518637032f80_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:26:30,这种水龙头购买什么转接口<br>拧不了<br>弄不了只能退了<br>,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,a2726b342dd1a9336075cc1ce6590d26133949b3a6f13e6eb475518637032f80_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:25:32,免费安装吗<br>保修多久<br>女生例假期间内裤能清洗干净吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,6c487d856e021f25b706bda6549a18f049634296eb8fe6124f56fd7963fe0ce3_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:25:32,免费安装吗<br>保修多久<br>女生例假期间内裤能清洗干净吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,6c487d856e021f25b706bda6549a18f049634296eb8fe6124f56fd7963fe0ce3_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:22:56,我这是什么型号,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,2223223f2dded923b3280019a2923b7703e4ab208a3828770e2ab8d2d4d19c84_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:20:52,这个壶水装到最高水温，大概多久能烧到100度,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,1764c9efb61d36b22f59e049c09454f81f0b30c815f251b7b40672a0b2c080c4_2216750694753_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:20:41,蒸笼是什么材质的,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,1edc0e026aa2ef3416fa6cdf1765b848d05330d9bda78418e8f2768cc36b69b2_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:19:59,1.6L有预约吗？,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,fd226e5a19737374e1748e69c2915a52e457ad95b8636fcac3dea672fb559bb7_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:17:13,这个怎么安装,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,4f8261aa8236944d6fa2ff5a678594f1fa0151f6da48ff69e0f6b272b89b591e_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:16:40,有优惠卷吗<br>我上次看是137呢,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,85d6e5d8ef55f1ea5dd57ea922257de2790f8ee8e2ff61126e493005ab695e65_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:14:10,有没有800毫升静音款<br>链接<br>多少分贝,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,43568699a9a0b0c8432e6fea4aebcbb997f9000a435791aacb5e64ab31374b00_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:09:15,现在下单什么时候能到,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,4945d8928d56b2a396dada04b2f74cde94f5ad513c6823b3362f01d7a026569b_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:08:21,洗一次报警好几E2<br>好几次<br>得一直守在旁边呢？<br>进水没问题呀<br>换了也没用<br>隔了一会就会出现,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,f54b80533538cc1dcbf8d89384d84c2e6acbf51ffbec3d272f9929763f03968e_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:06:11,这个转速多少啊，最小容量呢,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,d3549ad92e642c807310df3913c91dcceda1734e7acb51a9faa9e022174c5f95_2213341635166_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:03:40,这个预约功能怎么用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,ba8bcec92e5abc4577909a93b2437d5240ac53c12abbad1c2c7ea8ce73e7e618_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:03:40,这个预约功能怎么用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,ba8bcec92e5abc4577909a93b2437d5240ac53c12abbad1c2c7ea8ce73e7e618_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:03:40,这个预约功能怎么用,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,ba8bcec92e5abc4577909a93b2437d5240ac53c12abbad1c2c7ea8ce73e7e618_2222633286999_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:00:55,是不是煲<br>问问你:是什么时候发货呢？<br>生意兴隆,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,ab6d7001ffddb5d750bfa8bce1d36e5f03d4b72f7ad5321121057c3650665c10_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 22:00:09,这种水龙头怎么接洗衣机<br>,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,d9350c4c7b54918f7007e07c336d95a12f9c2f2b9a7943aa5e109bda8490a527_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:59:08,为啥噪音这么大，出水也很慢<br>声音呢<br>是这款声音大，四挡那个声音也一样嘛,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,b1a676d1473b8fa322873ab143fd89044d70d148a89c3ea8b77410aff06ffcf0_2215007019509_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:57:01,这个是高硼硅玻璃壶吗<br>可以用来煮中药材吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,535c1e9198552a62cdc12a551b8bb2a23075558edb358efc8ed0d4295979c1ce_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:56:03,充电时会亮灯吗<br>一闪一闪是吧？<br>好的好的/:-F/:-F,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,fe9b869212c2389a90f4394288427bd79ebfa3c3d12bd629cbf8fb8bb86dd97a_2212455992463_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:51:14,这个保几年,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,1cdacdad96e5517205512a3eea8e2840a2fb907741c6a5638804881849a42c35_2217680629592_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:49:03,你好，这款的转速是多少？<br>这个搅拌功率比中间的那款还低很多啊<br>会不会出来没那么丝滑？<br>就是这款新的，会不会出来的豆浆还没中间那款丝滑？<br>但是细腻还是p05z6是吧<br>升级了居然没有升级这个细腻度<br>想要全钢的，但是细腻度不高的话也没用,小熊电器官方旗舰店,1066545498108,【新品抢先加购 4号付定】小熊破壁机豆浆机全自动家用多功能新款,https://detail.tmall.com/item.htm?id=1066545498108,d1714426ca3bc81e7100083e6353d465e1f1787dd5257f44e093f28fa570af0a_2213341635166_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:46:14,1l玻璃壶有单卖吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,187b7e80435fcfc1466ad03f7444f7e8c033d428e18d68098df149052c539d8c_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:46:13,这两个分别是干啥用的<br>,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,d3f55bba9bde5591b9b59cce745e0022fe4f44169adf64e6ce78226d281a23d9_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:43:55,这个洗衣机对进水口安装有什么要求啊<br>我的水龙头已经连了一个洗衣机了 有办法分出一个装新的吗<br>也就是我直接买然后把这个换掉就可以吗<br>把本来这个<br>用不用看一下我本来的这个大洗衣机的进水是什么螺口的<br>,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,85243a7c5771b23ea464fb268cb6ee20e39240b19764840d8feb0948ee1aed67_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:43:55,这个洗衣机对进水口安装有什么要求啊<br>我的水龙头已经连了一个洗衣机了 有办法分出一个装新的吗<br>也就是我直接买然后把这个换掉就可以吗<br>把本来这个<br>用不用看一下我本来的这个大洗衣机的进水是什么螺口的<br>,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,85243a7c5771b23ea464fb268cb6ee20e39240b19764840d8feb0948ee1aed67_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:42:55,这两种有区别<br>好嘟<br>全玻璃的有券吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,b18732bc6b64deaf0efba6a2e6f13647100876b51bd9129e40fe71a321889a78_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:38:47,有全玻璃烧水壶吗，不需要调奶功能<br>功能简单一些<br>烧水需要多久呢<br>有烧水时间快一些的吗,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,1842d658d3be3a03987cd5ce6410317a8516cd30455a5768b4b4cecc679519ab_2217778896413_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:33:52,抗菌是什么原理<br>质保多久,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,e293cd04ff8c225cddab7f23ccd1130f5407c9f1309771968b690285352d4012_2217680629592_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 21:33:50,你好，按键没反应了<br>消费者点踩机器人消息，已停止辅助接待<br>试过了，不行<br>,小熊电器官方旗舰店,832406608200,小熊全玻璃恒温养生壶家用多功能办公室小型煮茶壶烧水壶炖煮一体,https://detail.tmall.com/item.htm?id=832406608200,2f395ce05a52d3e15aaf5f65fdc4e560e931b87fc77ba8bea7b4a6c0374393b0_2217778896413_20260803,,,,,,,,,,
天猫,负向,咨询,2026-08-03 21:31:45,这款电饭锅有没有标识<br>上次买的你家没有几年就坏了<br>？<br>可以寄来修理吗<br>太麻烦了<br>这个电饭锅买来底部都有这个标识么<br>刚拼多多买的没有是不是假货<br>这个刚买的，没有标识是不是假的<br>是不是小品<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,859b7eaa1ca952e56e2ff88f758b97541e55b4fcb615824690b418d58cc776fb_2215494213791_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:31:45,这款电饭锅有没有标识<br>上次买的你家没有几年就坏了<br>？<br>可以寄来修理吗<br>太麻烦了<br>这个电饭锅买来底部都有这个标识么<br>刚拼多多买的没有是不是假货<br>这个刚买的，没有标识是不是假的<br>是不是小品<br>,小熊电器官方旗舰店,652993501043,小熊电饭煲家用3到4人小型智能电饭锅陶瓷油内胆不粘微压快煮饭,https://detail.tmall.com/item.htm?id=652993501043,859b7eaa1ca952e56e2ff88f758b97541e55b4fcb615824690b418d58cc776fb_2215494213791_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:31:11,声音大吗<br>烘干有什么紫外线这些吗<br>没有紫外线杀菌吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,c87dcfda6795937abbff886dc6c08424efd7916685858daa637e33df9b9a4c8c_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:31:11,声音大吗<br>烘干有什么紫外线这些吗<br>没有紫外线杀菌吗,小熊电器官方旗舰店,829752288160,小熊迷你内衣内裤洗衣机专用洗袜子全自动小型迷你小型婴儿清洗机,https://detail.tmall.com/item.htm?id=829752288160,c87dcfda6795937abbff886dc6c08424efd7916685858daa637e33df9b9a4c8c_2209570416623_20260803,,,,,,,,,,
天猫,中性,咨询,2026-08-03 21:30:49,充电的吗,小熊电器官方旗舰店,953780186914,小熊桶装水电动抽水器吸水器压水器自吸全自动抽水神器水泵上水器,https://detail.tmall.com/item.htm?id=953780186914,787c6a3375cca5ca40c6566468c4861c9b0412e9735dab27fd1c12c6dfbc087a_2212455992463_20260803,,,,,,,,,,
